name,position,average_appearances,average_clean_sheets,average_goals_conceded,average_tackles,average_tackle_success_percentage,average_last_man_tackles,average_blocked_shots,average_interceptions,average_clearances,average_headed_clearance,average_clearances_off_line,average_recoveries,average_duels_won,average_duels_lost,average_successful_50_50s,average_aerial_battles_won,average_aerial_battles_lost,average_own_goals,average_errors_leading_to_goal,average_assists,average_passes,average_passes_per_match,average_big_chances_created,average_crosses,average_cross_accuracy_percentage,average_through_balls,average_accurate_long_balls,average_yellow_cards,average_fouls,average_offsides,average_goals,average_headed_goals,average_goals_with_right_foot,average_goals_with_left_foot,average_hit_woodwork,average_goals_per_match,average_penalties_scored,average_freekicks_scored,average_shots_on_target,average_shooting_accuracy_percentage,average_big_chances_missed,average_saves,average_penalties_saved,average_punches,average_high_claims,average_catches,average_sweeper_clearances,average_throw_outs,average_goal_kicks
Edin Dzeko ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Éder ,Forward,13.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,6.62,0.0,2.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Emenike ,Forward,13.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,10.92,0.0,6.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin Emnes ,Forward,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Fabbrini ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Radamel Falcao ,Forward,10.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,8.4,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,5.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Faupala ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Fletcher ,Forward,16.0,0.0,0.0,11.0,0.0,0.0,7.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,18.13,1.0,8.0,0.0,0.0,0.0,0.0,19.0,8.0,4.0,2.0,0.0,2.0,0.0,0.25,0.0,0.0,10.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando Forestieri ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Gallagher ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight Gayle ,Forward,16.0,0.0,0.0,11.0,0.0,0.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,9.0,1.0,9.0,0.0,0.0,0.0,1.0,20.0,2.0,3.0,0.0,3.0,0.0,1.0,0.19,0.0,1.0,9.0,41.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudy Gestede ,Forward,32.0,0.0,0.0,11.0,0.0,0.0,11.0,6.0,29.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,597.0,18.66,2.0,2.0,0.0,0.0,0.0,2.0,24.0,6.0,5.0,3.0,1.0,1.0,2.0,0.16,0.0,0.0,18.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olivier Giroud ,Forward,38.0,0.0,0.0,34.0,0.0,0.0,21.0,10.0,26.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,839.0,22.08,9.0,25.0,0.0,0.0,0.0,2.0,40.0,26.0,16.0,7.0,1.0,8.0,3.0,0.42,1.0,0.0,43.0,43.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serge Gnabry ,Forward,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bafétimbi Gomis ,Forward,33.0,0.0,0.0,7.0,0.0,0.0,15.0,6.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,15.42,4.0,3.0,0.0,0.0,0.0,0.0,17.0,38.0,6.0,0.0,5.0,1.0,2.0,0.18,1.0,0.0,17.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenji Gorré ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Grabban ,Forward,21.0,0.0,0.0,11.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,14.71,0.0,13.0,0.0,0.0,0.0,2.0,9.0,6.0,1.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,9.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max-Alain Gradel ,Forward,14.0,0.0,0.0,23.0,0.0,0.0,7.0,13.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,286.0,20.43,0.0,46.0,0.0,0.0,0.0,1.0,11.0,3.0,1.0,0.0,1.0,0.0,0.0,0.07,0.0,0.0,6.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden Hazard ,Forward,31.0,0.0,0.0,21.0,0.0,0.0,11.0,13.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1415.0,45.65,3.0,44.0,0.0,0.0,0.0,2.0,15.0,10.0,4.0,0.0,4.0,0.0,0.0,0.13,0.0,0.0,14.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rushian Marcus Amari Hepburn-Murphy ,Forward,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Hooper ,Forward,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown Ideye ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odion Ighalo ,Forward,37.0,0.0,0.0,27.0,0.0,0.0,24.0,15.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,722.0,19.51,1.0,15.0,0.0,0.0,0.0,4.0,47.0,27.0,15.0,1.0,11.0,3.0,2.0,0.41,0.0,0.0,48.0,44.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelechi Iheanacho ,Forward,26.0,0.0,0.0,14.0,0.0,0.0,7.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,346.0,13.31,2.0,10.0,0.0,0.0,0.0,1.0,17.0,3.0,8.0,1.0,1.0,5.0,0.0,0.31,0.0,0.0,12.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Ings ,Forward,6.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,13.33,0.0,3.0,0.0,0.0,0.0,1.0,7.0,2.0,2.0,1.0,0.0,1.0,0.0,0.33,0.0,0.0,5.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Iturbe ,Forward,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,11.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Iwobi ,Forward,13.0,0.0,0.0,8.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,368.0,28.31,3.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.15,0.0,0.0,7.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikica Jelavic ,Forward,13.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,74.0,5.69,1.0,4.0,0.0,0.0,0.0,1.0,7.0,6.0,1.0,0.0,0.0,1.0,0.0,0.08,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Jerome ,Forward,34.0,0.0,0.0,11.0,0.0,0.0,7.0,6.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,405.0,11.91,0.0,18.0,0.0,0.0,0.0,2.0,36.0,22.0,3.0,0.0,3.0,0.0,1.0,0.09,0.0,0.0,11.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Brown ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joselu ,Forward,22.0,0.0,0.0,14.0,0.0,0.0,4.0,6.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,379.0,17.23,1.0,14.0,0.0,0.0,0.0,0.0,19.0,8.0,4.0,1.0,3.0,0.0,0.0,0.18,0.0,0.0,16.0,55.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juanmi ,Forward,12.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Kane ,Forward,38.0,0.0,0.0,29.0,0.0,0.0,34.0,21.0,31.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,962.0,25.32,4.0,44.0,0.0,0.0,0.0,5.0,42.0,30.0,25.0,1.0,19.0,5.0,7.0,0.66,5.0,0.0,75.0,47.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Keane ,Forward,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenedy ,Forward,14.0,0.0,0.0,14.0,0.0,0.0,3.0,13.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,20.71,1.0,12.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.07,0.0,0.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Kent ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yann Kermorgant ,Forward,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,8.43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua King ,Forward,31.0,0.0,0.0,29.0,0.0,0.0,15.0,9.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,444.0,14.32,6.0,24.0,0.0,0.0,0.0,1.0,37.0,16.0,6.0,0.0,6.0,0.0,1.0,0.19,0.0,0.0,20.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arouna Koné ,Forward,25.0,0.0,0.0,25.0,0.0,0.0,9.0,9.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,580.0,23.2,5.0,9.0,0.0,0.0,0.0,1.0,15.0,4.0,5.0,1.0,2.0,2.0,0.0,0.2,0.0,0.0,14.0,39.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libor Kozák ,Forward,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrej Kramaric ,Forward,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Lafferty ,Forward,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rickie Lambert ,Forward,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,272.0,14.32,1.0,4.0,0.0,0.0,0.0,2.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.05,1.0,0.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Lawrence ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leandro Rodríguez ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Long ,Forward,28.0,0.0,0.0,15.0,0.0,0.0,9.0,20.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,595.0,21.25,3.0,51.0,0.0,0.0,0.0,2.0,43.0,25.0,10.0,5.0,4.0,1.0,3.0,0.36,0.0,0.0,22.0,35.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu Lukaku ,Forward,37.0,0.0,0.0,13.0,0.0,0.0,32.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1098.0,29.68,8.0,31.0,0.0,0.0,0.0,3.0,30.0,16.0,18.0,4.0,4.0,10.0,7.0,0.49,1.0,0.0,48.0,41.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riyad Mahrez ,Forward,37.0,0.0,0.0,53.0,0.0,0.0,25.0,38.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1034.0,27.95,20.0,114.0,0.0,0.0,0.0,1.0,19.0,4.0,17.0,1.0,2.0,13.0,2.0,0.46,4.0,0.0,39.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Modibo Maiga ,Forward,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.33,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikael Mandron ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sadio Mané ,Forward,37.0,0.0,0.0,54.0,0.0,0.0,21.0,35.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,964.0,26.05,9.0,68.0,0.0,0.0,0.0,4.0,44.0,27.0,11.0,1.0,6.0,4.0,1.0,0.3,0.0,0.0,34.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lazar Markovic ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Martial ,Forward,31.0,0.0,0.0,21.0,0.0,0.0,13.0,9.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,923.0,29.77,8.0,49.0,0.0,0.0,0.0,2.0,40.0,17.0,11.0,1.0,6.0,4.0,1.0,0.35,0.0,0.0,25.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dieudonne Mbokani Bezua ,Forward,29.0,0.0,0.0,11.0,0.0,0.0,5.0,3.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,484.0,16.69,1.0,8.0,0.0,0.0,0.0,0.0,17.0,29.0,7.0,1.0,5.0,1.0,1.0,0.24,0.0,0.0,20.0,54.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conor McAleny ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandar Mitrovic ,Forward,34.0,0.0,0.0,24.0,0.0,0.0,18.0,7.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,721.0,21.21,1.0,7.0,0.0,0.0,0.0,4.0,50.0,16.0,9.0,4.0,4.0,1.0,2.0,0.26,2.0,0.0,30.0,38.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Salah ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlton Morris ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glenn Murray ,Forward,21.0,0.0,0.0,7.0,0.0,0.0,2.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,9.67,2.0,6.0,0.0,0.0,0.0,2.0,26.0,13.0,3.0,2.0,1.0,0.0,0.0,0.14,0.0,0.0,14.0,56.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dame N'Doye ,Forward,11.0,0.0,0.0,12.0,0.0,0.0,3.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,17.0,0.0,7.0,0.0,0.0,0.0,2.0,20.0,5.0,1.0,0.0,1.0,0.0,0.0,0.09,0.0,0.0,4.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clinton N'Jie ,Forward,8.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adil Nabi ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Naismith ,Forward,23.0,0.0,0.0,23.0,0.0,0.0,8.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,501.0,21.78,3.0,13.0,0.0,0.0,0.0,3.0,30.0,9.0,4.0,1.0,2.0,1.0,0.0,0.17,0.0,0.0,9.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan ,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
